label,text,pred,probability
0,"Keeping in mind that the structure is a heritage monument, the originality and layout of the space had to be retained while planning the laboratory.",0,"tensor([[3.8586, 0.0000]], device='cuda:0')"
0,"Monitoring has been intensified in these villages as well as in neighbouring villages, said a health department official.",0,"tensor([[3.8001, 0.0000]], device='cuda:0')"
0,"Late Tuesday, the police booked Dashrat Devendra and Afreen on charges including wrongful restraint, assault and criminal intimidation.",0,"tensor([[4.1180, 0.0000]], device='cuda:0')"
1,Raise $10 million for subsidizing the utility bills of poor people and for weatherizing their homes to cut energy consumption.,0,"tensor([[2.8471, 1.4169]], device='cuda:0')"
0,"Roadside vendors, who had regularly set up their stalls over the past two months, also did not turn up for the second consecutive day on Wednesday, they said.",0,"tensor([[3.8901, 0.0000]], device='cuda:0')"
1,Make sure that the phone numbers for the folks we put on the list is up to date.,1,"tensor([[0.0000, 3.9683]], device='cuda:0')"
1,Please circulate and get comments as necessary.,1,"tensor([[0.0335, 3.7900]], device='cuda:0')"
1,Confirm whether these are appropriate in scope and amount.,1,"tensor([[0.0000, 4.1180]], device='cuda:0')"
0,School curriculum in India are too demanding.,0,"tensor([[4.3774, 0.0000]], device='cuda:0')"
0,"With BJP claiming support from 17 independent MLAs, Shiv Sena has also managed to get 5 MLAs.",0,"tensor([[3.7931, 0.0000]], device='cuda:0')"
1,Please make copies for me and update it to me.,1,"tensor([[0.2143, 3.7570]], device='cuda:0')"
1,"Lucy, Please open this excel file and input the rents and names due for this week.",1,"tensor([[0.0000, 4.1683]], device='cuda:0')"
0,But the prospect of Britain leaving the economic bloc by Thursday is now effectively off the table.,0,"tensor([[3.9775, 0.0000]], device='cuda:0')"
0,"I want to promote traditional sports.
NORMAL	There are many traditional sports in Tamil Nadu.
NORMAL	Not only Olympics sports, we want to promote traditional sports which are played in villages, he said.",0,"tensor([[3.9870, 0.0000]], device='cuda:0')"
0,"In 2018, the numbers were Rs 5.47 crore.",0,"tensor([[3.9795, 0.0000]], device='cuda:0')"
1,"Chris Germany, please wire $584,689.36 to Enron Corp for the Elec settlement.",1,"tensor([[0.1208, 3.9082]], device='cuda:0')"
1,please find attached the Contract Schedule Summary between Enron and PG E.,1,"tensor([[0.0000, 4.5581]], device='cuda:0')"
0,"It takes years for a player to become a champion.
NORMAL	So, we will go to the Tokyo 2020 Olympics with full preparation but with existing talents.
NORMAL	We have decided to give the best possible support system, including creating an India House pavilion in Tokyo, he said.",0,"tensor([[3.8078, 0.0000]], device='cuda:0')"
1,Take good notes on the questions that come up when speaking with Mark.,1,"tensor([[0.0000, 3.6881]], device='cuda:0')"
1,Please send me the normal files as before and start making changes.,1,"tensor([[0.0000, 3.8639]], device='cuda:0')"
1,Continue to monitor Hydro so as to reflect EES interests.,1,"tensor([[0.0000, 3.6224]], device='cuda:0')"
1,Check with George to make sure no one in his group has called the other pipes.,1,"tensor([[0.0000, 4.0240]], device='cuda:0')"
0,Nearly 93 per cent of all MLAs have assets of over a crore.,0,"tensor([[3.5622, 0.0000]], device='cuda:0')"
0,Learning in pre-schools has always been my passion.,0,"tensor([[3.9261, 0.0000]], device='cuda:0')"
0,The Ritesh Aggarwal-led entity says CCI had acknowledged that OYO and MakeMyTrip-GoIbibo (MMT-Go) operate in different segments.,0,"tensor([[4.2824, 0.0000]], device='cuda:0')"
1,"Terry, see several deals out there for Beldan and Blake all at NYSEG but with different prices.",1,"tensor([[0.4742, 3.5912]], device='cuda:0')"
1,Let me know as soon as possible because it is scheduled for this week.,1,"tensor([[0.2727, 3.8756]], device='cuda:0')"
0,Shivakumar's family members had earlier moved the Delhi High Court seeking quashing of summons issued by Enforcement Directorate.,0,"tensor([[4.4322, 0.0000]], device='cuda:0')"
1,Please coordinate to make sure someone listens to this conference call each week.,1,"tensor([[0.0000, 3.9120]], device='cuda:0')"
0,Sources in the police said that Singh may have been hurt during the fight at the petrol pump.,0,"tensor([[3.7996, 0.0000]], device='cuda:0')"
0,The same was mentioned in the email exchange note that was sent by Brussels-based British PIO Madi Sharma.,0,"tensor([[4.2129, 0.0000]], device='cuda:0')"
1,Please see the attached spreadsheet for trade by trade list and summary.,1,"tensor([[0.0000, 4.3042]], device='cuda:0')"
1,Please Prepare and promote schedule for group and assist participant to attend meetings.,1,"tensor([[0.0000, 3.7917]], device='cuda:0')"
0,He said this after inaugurating the Dr N P V Ramaswamy Udayar Hockey Centre at Sri Ramachandra Medical College and University here.,0,"tensor([[4.6643, 0.0000]], device='cuda:0')"
1,Get with Tom Chapman to find out the do's and don'ts with regard to mustering political support.,1,"tensor([[0.0000, 3.6439]], device='cuda:0')"
1,Please verify which rate should be using in billing EES.,1,"tensor([[0.0000, 4.3494]], device='cuda:0')"
1,So take it you haven't Chris Germany Did you ever send CES copies of the demand charges for Jan 2000.,1,"tensor([[0.5938, 3.0020]], device='cuda:0')"
1,Please call BPA and IPCO to make sure this schedule is still going to work.,1,"tensor([[0.0000, 3.9994]], device='cuda:0')"
1,Get all the facts about the restructured Texas Power Markets in clear and comprehensive 130 page report.,1,"tensor([[0.3538, 3.7535]], device='cuda:0')"
0,"Now their targets are lower, and they are focused on other things like pollution and other social issues.",0,"tensor([[4.0684, 0.0000]], device='cuda:0')"
0,"When he reached the gate of the police station, he collapsed.""",0,"tensor([[4.0842, 0.0000]], device='cuda:0')"
0,"Meanwhile, the PWD minister also floated the newly elected MLA's name for the state Congress president's post as he said Bhuria was a senior leader and capable of devising coordination between the government and party organisation.",0,"tensor([[4.3891, 0.0000]], device='cuda:0')"
1,Please let me know what to do to extend this deal 85.,1,"tensor([[0.0000, 3.9050]], device='cuda:0')"
1,"Dan, set up meeting to provide complete matrices on licensing and utility contracts sometime early during the week beginning Dec 3.",1,"tensor([[0.0000, 3.4641]], device='cuda:0')"
1,"For the month of March, please provide completed Hours survey for each position within your group.",1,"tensor([[0.0000, 4.1588]], device='cuda:0')"
1,Pay down debts by way of rate hike effective March 27.,1,"tensor([[0.3290, 3.4878]], device='cuda:0')"
1,"Ina, keep getting these security requests that cannot approve.",1,"tensor([[0.0000, 3.7612]], device='cuda:0')"
1,Let me know the problem you have with the schedule that was outlined.,1,"tensor([[0.0000, 4.3257]], device='cuda:0')"
0,Iltija terms the Indian government's efforts to castigate Jammu and Kashmir as an underdeveloped state a 'propaganda'.,0,"tensor([[3.8563, 0.0000]], device='cuda:0')"
0,"Another artwork, 'Maharana Jagat Singh hunting tiger at Tikhliya Magra' had a corner cut off and that piece was used to mend a loss in the centre of the top edge of the painting.",0,"tensor([[4.1255, 0.0088]], device='cuda:0')"
1,"Steven, In addition to the potential State Board of Equalization regulatory reversal we discussed this morning, please also promote that AB 81 Migden is being gutted and amended to provide for SBOE assessment of all electric generating facilities that produce 50 MW or more of generation.",1,"tensor([[0.9984, 2.8210]], device='cuda:0')"
0,A layer of haze lingered over the national capital earlier this morning.,0,"tensor([[3.7931, 0.0000]], device='cuda:0')"
1,Please look over the attached and let the manager know your comments via email by tomorrow.,1,"tensor([[0.0000, 4.1315]], device='cuda:0')"
1,"Kevin, provide Summary Annual Report for the Enron Benefit Plans.",1,"tensor([[0.0000, 3.6055]], device='cuda:0')"
1,Please let your group know that they should now be calling Sean for assistance and further information also.,1,"tensor([[0.0000, 3.8407]], device='cuda:0')"
0,"London: Australian all-rounder Glenn Maxwell feels that his side has probably turned a corner in T20 cricket and as a result, the team has been able to come up with winning performances.",0,"tensor([[3.8229, 0.0000]], device='cuda:0')"
0,"According to analysts, the announcement related to buyback attracting 20% tax to close the loophole on ADDT had made investors jittery.",0,"tensor([[3.8273, 0.0000]], device='cuda:0')"
0,These are removed either mechanically or by using different solvents depending upon the nature of the adhesive used.,0,"tensor([[3.4226, 0.0000]], device='cuda:0')"
0,Cancer: Staying away from office politics is much wiser.,0,"tensor([[4.8009, 0.0000]], device='cuda:0')"
0,The average assets of 288 MLAs elected in 2014 was Rs 10.87 crore.,0,"tensor([[4.4899, 0.0000]], device='cuda:0')"
1,Please let me know the status of June 15 delivery date.,1,"tensor([[0.0000, 3.5452]], device='cuda:0')"
1,Update the volumes as necessary and then release the deals.,1,"tensor([[0.0000, 4.2597]], device='cuda:0')"
0,Be careful about staying with the diet and cutting down on desserts.,0,"tensor([[3.3240, 1.0842]], device='cuda:0')"
1,Share something delicious even if you can't be there for the big selected GREATFOOD.COM 10 off collection.,0,"tensor([[1.8396, 1.6311]], device='cuda:0')"
0,The EU said progress varied a lot between the signatories.,0,"tensor([[4.3501, 0.0674]], device='cuda:0')"
0,"While ""Ujda Chaman"" is an official remake of the Kannada film ""Ondu Motteya Kathe"", Ayushmann insists that once his film releases, the audience will realise the story of ""Bala"" is original.",0,"tensor([[3.9162, 0.0112]], device='cuda:0')"
1,"I want you guys to make sure that everyone use the correct CP name and the list provided by confirms, tomorrow.",1,"tensor([[0.0000, 3.7835]], device='cuda:0')"
0,"The space was narrow and elongated, and the niches, cupboards and windows had to remain as is.""",0,"tensor([[3.6732, 0.0000]], device='cuda:0')"
1,Establish dedicated rate component for construction of native generation by the utilities.,1,"tensor([[0.0000, 3.7127]], device='cuda:0')"
0,"But, before BSNL's top brass, and the politicians, start trotting this out, a reality check may not be a bad idea.",0,"tensor([[3.6500, 0.0000]], device='cuda:0')"
0,"One goal each by Harshpreet, Gurshahzad and Prateek guided Hockey Patiala to a 3-1 win over EME, Jalandhar, in a match of 48th SN Vohra's All India Gurmit Memorial Hockey Tournament at Sector 42 Sports Complex on Tuesday.",0,"tensor([[4.2131, 0.0000]], device='cuda:0')"
0,The actor has been one of the last remaining holdouts of her A-list friends to have avoided social media.,0,"tensor([[3.9505, 0.0000]], device='cuda:0')"
1,"John, let's make sure the Gas Controllers are fully up to speed on this.",1,"tensor([[0.0000, 3.6281]], device='cuda:0')"
1,"Please create new CPR index report and have it sort 1st byPub Code, 2nd by pipe, 3rd by zone.",1,"tensor([[0.0000, 3.9096]], device='cuda:0')"
1,"Please, give me call Tuesday morning and shall carve out an hour from my schedule to discuss the paper.",1,"tensor([[0.0000, 4.1038]], device='cuda:0')"
0,Fadnavis said the BJP Legislature Party will elect its new leader on Wednesday.,0,"tensor([[3.6835, 0.0000]], device='cuda:0')"
0,"MakeMyTrip spoke similarly, that it would cooperate with CCI and demonstrate that the allegations are unfounded.",0,"tensor([[3.7492, 0.0000]], device='cuda:0')"
0,"I have not even sought out clarity or anything about Test stuff.
NORMAL	I am not overly too worried about it because I know I am probably not next in line, so what's the point in thinking about it right now?
NORMAL	I've got to be making big hundreds, big scores.
NORMAL	And until I even start making some of them, there's no real point in me asking.
NORMAL	If you average 30 for the season, there's no point in asking when am I going to play Test cricket for Australia, Maxwell said.",0,"tensor([[3.8256, 0.0000]], device='cuda:0')"
